Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18473.50,18466.50,1/5/2024 10:07:00 AM,1/5/2024 11:22:00 AM,FileLong,RevExitLong,($15.90),($15.90),$1.90,$0.00,$0.00,$0.00,$0.00,$50.00,$81.00,$96.90,76,
2,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18495.75,18466.50,1/5/2024 10:36:00 AM,1/5/2024 11:22:00 AM,ScaleInLong,RevExitLong,($60.40),($76.30),$1.90,$0.00,$0.00,$0.00,$0.00,$65.00,$36.50,$96.90,47,
3,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18493.50,18466.50,1/5/2024 10:37:00 AM,1/5/2024 11:22:00 AM,FileLong,RevExitLong,($55.90),($132.20),$1.90,$0.00,$0.00,$0.00,$0.00,$60.50,$41.00,$96.90,46,
4,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18501.25,18466.50,1/5/2024 10:47:00 AM,1/5/2024 11:22:00 AM,FileLong,RevExitLong,($71.40),($203.60),$1.90,$0.00,$0.00,$0.00,$0.00,$76.00,$25.50,$96.90,36,
5,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18467.50,18429.75,1/5/2024 11:23:00 AM,1/5/2024 1:42:00 PM,FileShort,RevExitShort,$73.60,($130.00),$1.90,$0.00,$0.00,$0.00,$0.00,$16.00,$200.50,$126.90,140,
6,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18466.75,18429.75,1/5/2024 11:32:00 AM,1/5/2024 1:42:00 PM,FileShort,RevExitShort,$72.10,($57.90),$1.90,$0.00,$0.00,$0.00,$0.00,$1.00,$199.00,$126.90,131,
7,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18436.25,18429.75,1/5/2024 11:51:00 AM,1/5/2024 1:42:00 PM,ScaleInShort,RevExitShort,$11.10,($46.80),$1.90,$0.00,$0.00,$0.00,$0.00,$48.00,$138.00,$126.90,112,
8,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18432.75,18417.00,1/5/2024 1:43:00 PM,1/5/2024 2:22:00 PM,FileLong,RevExitLong,($33.40),($80.20),$1.90,$0.00,$0.00,$0.00,$0.00,$51.50,$27.00,$60.40,40,
9,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18420.25,18399.75,1/5/2024 2:23:00 PM,1/5/2024 3:56:00 PM,FileShort,TimeExitShort,$39.10,($41.10),$1.90,$0.00,$0.00,$0.00,$0.00,$12.00,$159.50,$120.40,94,
10,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18386.75,18399.75,1/5/2024 2:51:00 PM,1/5/2024 3:56:00 PM,ScaleInShort,TimeExitShort,($27.90),($69.00),$1.90,$0.00,$0.00,$0.00,$0.00,$28.50,$92.50,$120.40,66,
11,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18508.75,18683.50,1/8/2024 9:42:00 AM,1/8/2024 2:17:00 PM,FileLong,RevExitLong,$347.60,$278.60,$1.90,$0.00,$0.00,$0.00,$0.00,$23.50,$374.00,$26.40,276,
12,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18523.50,18683.50,1/8/2024 9:47:00 AM,1/8/2024 2:17:00 PM,FileLong,RevExitLong,$318.10,$596.70,$1.90,$0.00,$0.00,$0.00,$0.00,$20.00,$344.50,$26.40,271,
13,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18578.00,18683.50,1/8/2024 10:06:00 AM,1/8/2024 2:17:00 PM,ScaleInLong,RevExitLong,$209.10,$805.80,$1.90,$0.00,$0.00,$0.00,$0.00,$36.00,$235.50,$26.40,252,
14,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18571.50,18683.50,1/8/2024 10:22:00 AM,1/8/2024 2:17:00 PM,FileLong,RevExitLong,$222.10,$1027.90,$1.90,$0.00,$0.00,$0.00,$0.00,$16.50,$248.50,$26.40,236,
15,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18583.75,18683.50,1/8/2024 10:32:00 AM,1/8/2024 2:17:00 PM,FileLong,RevExitLong,$197.60,$1225.50,$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$224.00,$26.40,226,
16,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18685.50,18740.00,1/8/2024 2:18:00 PM,1/8/2024 3:56:00 PM,FileShort,TimeExitShort,($110.90),$1114.60,$1.90,$0.00,$0.00,$0.00,$0.00,$123.00,$20.50,$131.40,99,
17,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18678.75,18740.00,1/8/2024 2:26:00 PM,1/8/2024 3:56:00 PM,FileShort,TimeExitShort,($124.40),$990.20,$1.90,$0.00,$0.00,$0.00,$0.00,$136.50,$1.50,$125.90,91,
18,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18763.50,18781.00,1/9/2024 12:27:00 PM,1/9/2024 1:12:00 PM,FileLong,RevExitLong,$33.10,$1023.30,$1.90,$0.00,$0.00,$0.00,$0.00,$24.00,$84.00,$50.90,46,
19,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18803.75,18781.00,1/9/2024 1:06:00 PM,1/9/2024 1:12:00 PM,ScaleInLong,RevExitLong,($47.40),$975.90,$1.90,$0.00,$0.00,$0.00,$0.00,$66.50,$3.50,$50.90,7,
20,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18796.00,18781.00,1/9/2024 1:07:00 PM,1/9/2024 1:12:00 PM,FileLong,RevExitLong,($31.90),$944.00,$1.90,$0.00,$0.00,$0.00,$0.00,$51.00,$2.00,$33.90,6,
21,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18786.50,18767.25,1/9/2024 1:13:00 PM,1/9/2024 3:56:00 PM,FileShort,TimeExitShort,$36.60,$980.60,$1.90,$0.00,$0.00,$0.00,$0.00,$13.50,$141.00,$104.40,164,
22,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18767.50,18767.25,1/9/2024 1:31:00 PM,1/9/2024 3:56:00 PM,ScaleInShort,TimeExitShort,($1.40),$979.20,$1.90,$0.00,$0.00,$0.00,$0.00,$51.50,$103.00,$104.40,146,
23,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18746.75,18767.25,1/9/2024 1:37:00 PM,1/9/2024 3:56:00 PM,FileShort,TimeExitShort,($42.90),$936.30,$1.90,$0.00,$0.00,$0.00,$0.00,$93.00,$61.50,$104.40,140,
24,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18831.50,18794.25,1/10/2024 11:02:00 AM,1/10/2024 11:17:00 AM,FileLong,RevExitLong,($76.40),$859.90,$1.90,$0.00,$0.00,$0.00,$0.00,$80.00,$6.00,$82.40,16,
25,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18796.25,18839.00,1/10/2024 11:18:00 AM,1/10/2024 12:42:00 PM,FileShort,RevExitShort,($87.40),$772.50,$1.90,$0.00,$0.00,$0.00,$0.00,$93.00,$7.00,$94.40,85,
26,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18833.50,18838.50,1/10/2024 12:43:00 PM,1/10/2024 3:52:00 PM,FileLong,RevExitLong,$8.10,$780.60,$1.90,$0.00,$0.00,$0.00,$0.00,$22.00,$173.50,$165.40,190,
27,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18848.00,18838.50,1/10/2024 1:01:00 PM,1/10/2024 3:52:00 PM,ScaleInLong,RevExitLong,($20.90),$759.70,$1.90,$0.00,$0.00,$0.00,$0.00,$51.00,$144.50,$165.40,172,
28,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18873.25,18838.50,1/10/2024 2:12:00 PM,1/10/2024 3:52:00 PM,FileLong,RevExitLong,($71.40),$688.30,$1.90,$0.00,$0.00,$0.00,$0.00,$87.50,$94.00,$165.40,101,
29,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18910.00,18838.50,1/10/2024 2:56:00 PM,1/10/2024 3:52:00 PM,ScaleInLong,RevExitLong,($144.90),$543.40,$1.90,$0.00,$0.00,$0.00,$0.00,$161.00,$20.50,$165.40,57,
30,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18847.50,18867.25,1/10/2024 3:53:00 PM,1/10/2024 3:56:00 PM,FileShort,TimeExitShort,($41.40),$502.00,$1.90,$0.00,$0.00,$0.00,$0.00,$42.00,$11.00,$52.40,4,
31,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18968.00,18904.25,1/11/2024 9:37:00 AM,1/11/2024 9:47:00 AM,FileLong,RevExitLong,($129.40),$372.60,$1.90,$0.00,$0.00,$0.00,$0.00,$138.00,$24.00,$153.40,11,
32,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18910.00,18787.00,1/11/2024 9:48:00 AM,1/11/2024 12:52:00 PM,FileShort,Stop loss,$244.10,$616.70,$1.90,$0.00,$0.00,$0.00,$0.00,$8.50,$440.00,$195.90,185,
33,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18870.25,18787.00,1/11/2024 9:52:00 AM,1/11/2024 12:52:00 PM,FileShort,Stop loss,$164.60,$781.30,$1.90,$0.00,$0.00,$0.00,$0.00,$56.50,$360.50,$195.90,181,
34,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18774.25,18787.00,1/11/2024 10:16:00 AM,1/11/2024 12:52:00 PM,ScaleInShort,Stop loss,($27.40),$753.90,$1.90,$0.00,$0.00,$0.00,$0.00,$179.00,$168.50,$195.90,157,
35,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18925.00,18977.00,1/12/2024 9:37:00 AM,1/12/2024 9:47:00 AM,FileShort,RevExitShort,($105.90),$648.00,$1.90,$0.00,$0.00,$0.00,$0.00,$109.00,$2.50,$108.40,11,
36,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18970.00,18901.00,1/12/2024 9:48:00 AM,1/12/2024 10:02:00 AM,FileLong,RevExitLong,($139.90),$508.10,$1.90,$0.00,$0.00,$0.00,$0.00,$165.00,$18.00,$157.90,15,
37,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18898.00,18910.00,1/12/2024 10:03:00 AM,1/12/2024 3:56:00 PM,FileShort,TimeExitShort,($25.90),$482.20,$1.90,$0.00,$0.00,$0.00,$0.00,$88.00,$95.50,$121.40,354,
38,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18882.75,18910.00,1/12/2024 11:46:00 AM,1/12/2024 3:56:00 PM,ScaleInShort,TimeExitShort,($56.40),$425.80,$1.90,$0.00,$0.00,$0.00,$0.00,$96.50,$57.00,$113.40,251,
39,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18860.00,18910.00,1/12/2024 12:06:00 PM,1/12/2024 3:56:00 PM,ScaleInShort,TimeExitShort,($101.90),$323.90,$1.90,$0.00,$0.00,$0.00,$0.00,$142.00,$1.00,$102.90,231,
40,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18959.75,18910.00,1/16/2024 10:52:00 AM,1/16/2024 11:07:00 AM,FileLong,RevExitLong,($101.40),$222.50,$1.90,$0.00,$0.00,$0.00,$0.00,$177.00,$22.00,$123.40,16,
41,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18923.50,18885.75,1/16/2024 11:08:00 AM,1/16/2024 3:56:00 PM,FileShort,TimeExitShort,$73.60,$296.10,$1.90,$0.00,$0.00,$0.00,$0.00,$74.00,$249.00,$175.40,289,
42,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18916.25,18885.75,1/16/2024 11:51:00 AM,1/16/2024 3:56:00 PM,ScaleInShort,TimeExitShort,$59.10,$355.20,$1.90,$0.00,$0.00,$0.00,$0.00,$9.50,$234.50,$175.40,246,
43,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18859.00,18885.75,1/16/2024 12:11:00 PM,1/16/2024 3:56:00 PM,ScaleInShort,TimeExitShort,($55.40),$299.80,$1.90,$0.00,$0.00,$0.00,$0.00,$61.50,$120.00,$175.40,226,
44,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18978.50,18934.00,1/18/2024 9:37:00 AM,1/18/2024 10:07:00 AM,FileLong,RevExitLong,($90.90),$208.90,$1.90,$0.00,$0.00,$0.00,$0.00,$111.00,$26.50,$117.40,31,
45,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18969.00,18934.00,1/18/2024 9:47:00 AM,1/18/2024 10:07:00 AM,FileLong,RevExitLong,($71.90),$137.00,$1.90,$0.00,$0.00,$0.00,$0.00,$92.00,$22.00,$93.90,21,
46,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18937.50,18943.50,1/18/2024 10:08:00 AM,1/18/2024 10:12:00 AM,FileShort,RevExitShort,($13.90),$123.10,$1.90,$0.00,$0.00,$0.00,$0.00,$18.00,$18.50,$32.40,5,
47,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18957.75,18964.50,1/18/2024 10:13:00 AM,1/18/2024 12:07:00 PM,FileLong,RevExitLong,$11.60,$134.70,$1.90,$0.00,$0.00,$0.00,$0.00,$44.00,$163.50,$151.90,115,
48,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18976.75,18964.50,1/18/2024 10:36:00 AM,1/18/2024 12:07:00 PM,ScaleInLong,RevExitLong,($26.40),$108.30,$1.90,$0.00,$0.00,$0.00,$0.00,$44.00,$125.50,$151.90,92,
49,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18981.50,18964.50,1/18/2024 10:37:00 AM,1/18/2024 12:07:00 PM,FileLong,RevExitLong,($35.90),$72.40,$1.90,$0.00,$0.00,$0.00,$0.00,$53.50,$116.00,$151.90,91,
50,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19011.75,18964.50,1/18/2024 11:21:00 AM,1/18/2024 12:07:00 PM,ScaleInLong,RevExitLong,($96.40),($24.00),$1.90,$0.00,$0.00,$0.00,$0.00,$114.00,$55.50,$151.90,47,
51,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18969.25,18947.25,1/18/2024 12:08:00 PM,1/18/2024 1:52:00 PM,FileShort,RevExitShort,$42.10,$18.10,$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$179.50,$137.40,105,
52,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18953.00,18947.25,1/18/2024 12:12:00 PM,1/18/2024 1:52:00 PM,FileShort,RevExitShort,$9.60,$27.70,$1.90,$0.00,$0.00,$0.00,$0.00,$32.50,$147.00,$137.40,101,
53,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,18956.00,18947.25,1/18/2024 12:32:00 PM,1/18/2024 1:52:00 PM,FileShort,RevExitShort,$15.60,$43.30,$1.90,$0.00,$0.00,$0.00,$0.00,$17.00,$153.00,$137.40,81,
54,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18950.50,19046.25,1/18/2024 1:53:00 PM,1/18/2024 3:56:00 PM,FileLong,TimeExitLong,$189.60,$232.90,$1.90,$0.00,$0.00,$0.00,$0.00,$9.50,$225.00,$35.40,124,
55,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18973.75,19046.25,1/18/2024 2:11:00 PM,1/18/2024 3:56:00 PM,ScaleInLong,TimeExitLong,$143.10,$376.00,$1.90,$0.00,$0.00,$0.00,$0.00,$4.00,$178.50,$35.40,106,
56,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19030.25,19046.25,1/18/2024 2:31:00 PM,1/18/2024 3:56:00 PM,ScaleInLong,TimeExitLong,$30.10,$406.10,$1.90,$0.00,$0.00,$0.00,$0.00,$53.00,$65.50,$35.40,86,
57,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19141.00,19110.00,1/19/2024 9:57:00 AM,1/19/2024 10:12:00 AM,FileLong,RevExitLong,($63.90),$342.20,$1.90,$0.00,$0.00,$0.00,$0.00,$70.50,$58.00,$121.90,16,
58,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19124.00,19155.50,1/19/2024 10:13:00 AM,1/19/2024 10:42:00 AM,FileShort,RevExitShort,($64.90),$277.30,$1.90,$0.00,$0.00,$0.00,$0.00,$79.00,$11.50,$76.40,30,
59,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19159.50,19332.75,1/19/2024 10:43:00 AM,1/19/2024 2:04:00 PM,FileLong,RevExitLong,$344.60,$621.90,$1.90,$0.00,$0.00,$0.00,$0.00,$34.00,$350.00,$5.40,202,
60,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19162.00,19332.75,1/19/2024 10:47:00 AM,1/19/2024 2:04:00 PM,FileLong,RevExitLong,$339.60,$961.50,$1.90,$0.00,$0.00,$0.00,$0.00,$39.00,$345.00,$5.40,198,
61,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19168.75,19332.75,1/19/2024 11:06:00 AM,1/19/2024 2:04:00 PM,ScaleInLong,RevExitLong,$326.10,$1287.60,$1.90,$0.00,$0.00,$0.00,$0.00,$9.50,$331.50,$5.40,179,
62,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19193.75,19332.75,1/19/2024 11:12:00 AM,1/19/2024 2:04:00 PM,FileLong,RevExitLong,$276.10,$1563.70,$1.90,$0.00,$0.00,$0.00,$0.00,$59.50,$281.50,$5.40,173,
63,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19199.00,19332.75,1/19/2024 11:22:00 AM,1/19/2024 2:04:00 PM,FileLong,RevExitLong,$265.60,$1829.30,$1.90,$0.00,$0.00,$0.00,$0.00,$70.00,$271.00,$5.40,163,
64,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19334.25,19381.25,1/19/2024 2:05:00 PM,1/19/2024 3:56:00 PM,FileShort,TimeExitShort,($95.90),$1733.40,$1.90,$0.00,$0.00,$0.00,$0.00,$102.00,$24.00,$119.90,112,
65,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19374.25,19381.25,1/19/2024 3:07:00 PM,1/19/2024 3:56:00 PM,FileShort,TimeExitShort,($15.90),$1717.50,$1.90,$0.00,$0.00,$0.00,$0.00,$22.00,$42.00,$57.90,50,
66,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19516.50,19471.00,1/22/2024 9:37:00 AM,1/22/2024 9:42:00 AM,FileLong,RevExitLong,($92.90),$1624.60,$1.90,$0.00,$0.00,$0.00,$0.00,$98.00,$3.50,$96.40,6,
67,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19461.75,19395.00,1/22/2024 9:43:00 AM,1/22/2024 3:56:00 PM,FileShort,TimeExitShort,$131.60,$1756.20,$1.90,$0.00,$0.00,$0.00,$0.00,$56.00,$181.00,$49.40,374,
68,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19449.75,19395.00,1/22/2024 9:47:00 AM,1/22/2024 3:56:00 PM,FileShort,TimeExitShort,$107.60,$1863.80,$1.90,$0.00,$0.00,$0.00,$0.00,$80.00,$157.00,$49.40,370,
69,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19425.25,19395.00,1/22/2024 10:31:00 AM,1/22/2024 3:56:00 PM,ScaleInShort,TimeExitShort,$58.60,$1922.40,$1.90,$0.00,$0.00,$0.00,$0.00,$51.50,$108.00,$49.40,326,
70,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19453.75,19469.50,1/23/2024 3:17:00 PM,1/23/2024 3:56:00 PM,FileLong,TimeExitLong,$29.60,$1952.00,$1.90,$0.00,$0.00,$0.00,$0.00,$40.00,$32.00,$2.40,40,
71,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19585.75,19585.25,1/24/2024 9:37:00 AM,1/24/2024 9:47:00 AM,FileShort,RevExitShort,($0.90),$1951.10,$1.90,$0.00,$0.00,$0.00,$0.00,$33.50,$23.00,$23.90,11,
72,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19594.00,19588.50,1/24/2024 9:48:00 AM,1/24/2024 10:07:00 AM,FileLong,RevExitLong,($12.90),$1938.20,$1.90,$0.00,$0.00,$0.00,$0.00,$37.00,$43.00,$55.90,20,
73,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19610.50,19588.50,1/24/2024 9:57:00 AM,1/24/2024 10:07:00 AM,FileLong,RevExitLong,($45.90),$1892.30,$1.90,$0.00,$0.00,$0.00,$0.00,$70.00,$10.00,$55.90,11,
74,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19599.00,19640.00,1/24/2024 10:08:00 AM,1/24/2024 10:17:00 AM,FileShort,RevExitShort,($83.90),$1808.40,$1.90,$0.00,$0.00,$0.00,$0.00,$84.50,$7.00,$90.90,10,
75,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19642.50,19646.25,1/24/2024 10:18:00 AM,1/24/2024 11:47:00 AM,FileLong,RevExitLong,$5.60,$1814.00,$1.90,$0.00,$0.00,$0.00,$0.00,$35.00,$119.00,$113.40,90,
76,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19649.00,19646.25,1/24/2024 10:32:00 AM,1/24/2024 11:47:00 AM,FileLong,RevExitLong,($7.40),$1806.60,$1.90,$0.00,$0.00,$0.00,$0.00,$48.00,$106.00,$113.40,76,
77,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19648.75,19623.25,1/24/2024 11:48:00 AM,1/24/2024 2:52:00 PM,FileShort,RevExitShort,$49.10,$1855.70,$1.90,$0.00,$0.00,$0.00,$0.00,$164.50,$159.50,$110.40,185,
78,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19673.50,19623.25,1/24/2024 1:22:00 PM,1/24/2024 2:52:00 PM,FileShort,RevExitShort,$98.60,$1954.30,$1.90,$0.00,$0.00,$0.00,$0.00,$60.50,$209.00,$110.40,91,
79,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19644.50,19623.25,1/24/2024 1:46:00 PM,1/24/2024 2:52:00 PM,ScaleInShort,RevExitShort,$40.60,$1994.90,$1.90,$0.00,$0.00,$0.00,$0.00,$26.50,$151.00,$110.40,67,
80,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19621.00,19552.25,1/24/2024 2:53:00 PM,1/24/2024 3:56:00 PM,FileLong,TimeExitLong,($139.40),$1855.50,$1.90,$0.00,$0.00,$0.00,$0.00,$159.50,$1.00,$140.40,64,
81,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19637.75,19656.75,1/25/2024 9:37:00 AM,1/25/2024 10:22:00 AM,FileShort,RevExitShort,($39.90),$1815.60,$1.90,$0.00,$0.00,$0.00,$0.00,$39.50,$102.00,$141.90,46,
82,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19616.00,19656.75,1/25/2024 9:57:00 AM,1/25/2024 10:22:00 AM,FileShort,RevExitShort,($83.40),$1732.20,$1.90,$0.00,$0.00,$0.00,$0.00,$83.00,$58.50,$141.90,26,
83,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19660.25,19628.50,1/25/2024 10:23:00 AM,1/25/2024 10:57:00 AM,FileLong,RevExitLong,($65.40),$1666.80,$1.90,$0.00,$0.00,$0.00,$0.00,$94.50,$30.00,$95.40,35,
84,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19671.50,19628.50,1/25/2024 10:32:00 AM,1/25/2024 10:57:00 AM,FileLong,RevExitLong,($87.90),$1578.90,$1.90,$0.00,$0.00,$0.00,$0.00,$117.00,$7.50,$95.40,26,
85,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19632.50,19683.25,1/25/2024 10:58:00 AM,1/25/2024 11:52:00 AM,FileShort,RevExitShort,($103.40),$1475.50,$1.90,$0.00,$0.00,$0.00,$0.00,$102.50,$23.00,$126.40,55,
86,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19632.50,19683.25,1/25/2024 11:02:00 AM,1/25/2024 11:52:00 AM,FileShort,RevExitShort,($103.40),$1372.10,$1.90,$0.00,$0.00,$0.00,$0.00,$102.50,$23.00,$126.40,51,
87,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19684.00,19634.50,1/25/2024 11:53:00 AM,1/25/2024 12:07:00 PM,FileLong,RevExitLong,($100.90),$1271.20,$1.90,$0.00,$0.00,$0.00,$0.00,$105.50,$10.00,$110.90,15,
88,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19629.25,19540.75,1/25/2024 12:08:00 PM,1/25/2024 3:02:00 PM,FileShort,RevExitShort,$175.10,$1446.30,$1.90,$0.00,$0.00,$0.00,$0.00,$20.00,$301.00,$125.90,175,
89,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19628.75,19540.75,1/25/2024 12:12:00 PM,1/25/2024 3:02:00 PM,FileShort,RevExitShort,$174.10,$1620.40,$1.90,$0.00,$0.00,$0.00,$0.00,$21.00,$300.00,$125.90,171,
90,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,1,19611.75,19540.75,1/25/2024 12:22:00 PM,1/25/2024 3:02:00 PM,FileShort,RevExitShort,$140.10,$1760.50,$1.90,$0.00,$0.00,$0.00,$0.00,$39.00,$266.00,$125.90,161,
91,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19539.50,19555.50,1/25/2024 3:03:00 PM,1/25/2024 3:56:00 PM,FileLong,TimeExitLong,$30.10,$1790.60,$1.90,$0.00,$0.00,$0.00,$0.00,$24.50,$53.00,$22.90,54,
92,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19537.00,19625.25,1/29/2024 12:27:00 PM,1/29/2024 3:56:00 PM,FileLong,TimeExitLong,$174.60,$1965.20,$1.90,$0.00,$0.00,$0.00,$0.00,$44.00,$232.50,$57.90,210,
93,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19541.00,19625.25,1/29/2024 12:42:00 PM,1/29/2024 3:56:00 PM,FileLong,TimeExitLong,$166.60,$2131.80,$1.90,$0.00,$0.00,$0.00,$0.00,$52.00,$224.50,$57.90,195,
94,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19552.00,19625.25,1/29/2024 2:16:00 PM,1/29/2024 3:56:00 PM,ScaleInLong,TimeExitLong,$144.60,$2276.40,$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$202.50,$57.90,101,
95,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19560.00,19625.25,1/29/2024 2:36:00 PM,1/29/2024 3:56:00 PM,ScaleInLong,TimeExitLong,$128.60,$2405.00,$1.90,$0.00,$0.00,$0.00,$0.00,$16.50,$186.50,$57.90,81,
96,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,19560.50,19625.25,1/29/2024 2:37:00 PM,1/29/2024 3:56:00 PM,FileLong,TimeExitLong,$127.60,$2532.60,$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$185.50,$57.90,80,
