Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15529.25,15479.25,1/4/2021 11:52:00 AM,1/4/2021 11:58:00 AM,FileLong,Stop loss,($100.00),($100.00),$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$16.00,$116.00,7,
2,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15464.75,15414.75,1/4/2021 12:02:00 PM,1/4/2021 12:10:00 PM,FileLong,Stop loss,($100.00),($200.00),$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$18.00,$118.00,9,
3,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15596.00,15550.75,1/5/2021 9:57:00 AM,1/5/2021 11:13:00 AM,FileLong,Stop loss,($90.50),($290.50),$0.00,$0.00,$0.00,$0.00,$0.00,$98.00,$50.00,$140.50,77,
4,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15559.25,15550.75,1/5/2021 11:12:00 AM,1/5/2021 11:13:00 AM,FileLong,Stop loss,($17.00),($307.50),$0.00,$0.00,$0.00,$0.00,$0.00,$24.50,$2.00,$19.00,2,
5,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15551.50,15635.50,1/5/2021 12:32:00 PM,1/5/2021 3:56:00 PM,FileLong,TimeExitLong,$168.00,($139.50),$0.00,$0.00,$0.00,$0.00,$0.00,$18.50,$178.50,$10.50,205,
6,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15613.25,15635.50,1/5/2021 2:07:00 PM,1/5/2021 3:56:00 PM,FileLong,TimeExitLong,$44.50,($95.00),$0.00,$0.00,$0.00,$0.00,$0.00,$41.50,$55.00,$10.50,110,
7,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15635.50,15632.25,1/5/2021 3:56:00 PM,1/5/2021 3:57:00 PM,ScaleInLong,Stop loss,($6.50),($101.50),$0.00,$0.00,$0.00,$0.00,$0.00,$12.50,$6.00,$12.50,2,
8,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15403.00,15353.00,1/6/2021 5:12:00 AM,1/6/2021 6:06:00 AM,FileLong,Stop loss,($100.00),($201.50),$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$20.00,$120.00,55,
9,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15520.75,15566.25,1/7/2021 3:22:00 AM,1/7/2021 9:19:00 AM,FileLong,Stop loss,$91.00,($110.50),$0.00,$0.00,$0.00,$0.00,$0.00,$43.00,$111.00,$20.00,358,
10,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15529.50,15566.25,1/7/2021 4:06:00 AM,1/7/2021 9:19:00 AM,ScaleInLong,Stop loss,$73.50,($37.00),$0.00,$0.00,$0.00,$0.00,$0.00,$56.50,$93.50,$20.00,314,
11,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15529.75,15566.25,1/7/2021 6:21:00 AM,1/7/2021 9:19:00 AM,ScaleInLong,Stop loss,$73.00,$36.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.00,$93.00,$20.00,179,
12,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15628.50,15705.25,1/7/2021 9:42:00 AM,1/7/2021 10:05:00 AM,FileLong,Profit target,$153.50,$189.50,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$153.50,$0.00,24,
13,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15631.00,15705.25,1/7/2021 9:47:00 AM,1/7/2021 10:05:00 AM,FileLong,Profit target,$148.50,$338.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23.00,$148.50,$0.00,19,
14,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15656.50,15705.25,1/7/2021 9:57:00 AM,1/7/2021 10:05:00 AM,FileLong,Profit target,$97.50,$435.50,$0.00,$0.00,$0.00,$0.00,$0.00,$2.00,$97.50,$0.00,9,
15,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15706.75,15720.25,1/7/2021 10:12:00 AM,1/7/2021 12:08:00 PM,FileLong,Stop loss,$27.00,$462.50,$0.00,$0.00,$0.00,$0.00,$0.00,$4.50,$105.50,$78.50,117,
16,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15718.00,15720.25,1/7/2021 10:41:00 AM,1/7/2021 12:08:00 PM,ScaleInLong,Stop loss,$4.50,$467.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.50,$83.00,$78.50,88,
17,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15736.00,15720.25,1/7/2021 11:31:00 AM,1/7/2021 12:08:00 PM,ScaleInLong,Stop loss,($31.50),$435.50,$0.00,$0.00,$0.00,$0.00,$0.00,$31.50,$47.00,$78.50,38,
18,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15814.50,15789.00,1/8/2021 3:42:00 AM,1/8/2021 4:38:00 AM,FileLong,Stop loss,($51.00),$384.50,$0.00,$0.00,$0.00,$0.00,$0.00,$51.00,$17.50,$68.50,57,
19,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15813.25,15789.00,1/8/2021 4:22:00 AM,1/8/2021 4:38:00 AM,FileLong,Stop loss,($48.50),$336.00,$0.00,$0.00,$0.00,$0.00,$0.00,$48.50,$0.50,$49.00,17,
20,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15816.75,15868.75,1/8/2021 5:42:00 AM,1/8/2021 9:33:00 AM,FileLong,Stop loss,$104.00,$440.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.50,$121.50,$17.50,232,
21,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15835.50,15868.75,1/8/2021 7:16:00 AM,1/8/2021 9:33:00 AM,ScaleInLong,Stop loss,$66.50,$506.50,$0.00,$0.00,$0.00,$0.00,$0.00,$37.50,$84.00,$17.50,138,
22,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15840.50,15868.75,1/8/2021 8:26:00 AM,1/8/2021 9:33:00 AM,ScaleInLong,Stop loss,$56.50,$563.00,$0.00,$0.00,$0.00,$0.00,$0.00,$47.50,$74.00,$17.50,68,
23,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15843.25,15868.75,1/8/2021 9:11:00 AM,1/8/2021 9:33:00 AM,ScaleInLong,Stop loss,$51.00,$614.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.50,$68.50,$17.50,23,
24,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15860.00,15840.25,1/8/2021 9:37:00 AM,1/8/2021 9:48:00 AM,FileLong,Stop loss,($39.50),$574.50,$0.00,$0.00,$0.00,$0.00,$0.00,$39.50,$62.50,$102.00,12,
25,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15870.50,15840.25,1/8/2021 9:47:00 AM,1/8/2021 9:48:00 AM,FileLong,Stop loss,($60.50),$514.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60.50,$15.50,$76.00,2,
26,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15881.00,15831.00,1/8/2021 10:07:00 AM,1/8/2021 10:27:00 AM,FileLong,Stop loss,($100.00),$414.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$22.00,$122.00,21,
27,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15864.50,15867.75,1/8/2021 10:47:00 AM,1/8/2021 12:49:00 PM,FileLong,Stop loss,$6.50,$420.50,$0.00,$0.00,$0.00,$0.00,$0.00,$55.50,$79.50,$73.00,123,
28,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15893.25,15867.75,1/8/2021 12:17:00 PM,1/8/2021 12:49:00 PM,FileLong,Stop loss,($51.00),$369.50,$0.00,$0.00,$0.00,$0.00,$0.00,$51.00,$22.00,$73.00,33,
29,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15895.75,15867.75,1/8/2021 12:41:00 PM,1/8/2021 12:49:00 PM,ScaleInLong,Stop loss,($56.00),$313.50,$0.00,$0.00,$0.00,$0.00,$0.00,$56.00,$8.50,$64.50,9,
30,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15762.00,15770.50,1/11/2021 9:42:00 AM,1/11/2021 11:13:00 AM,FileLong,Stop loss,$17.00,$330.50,$0.00,$0.00,$0.00,$0.00,$0.00,$56.00,$161.00,$144.00,92,
31,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15828.75,15770.50,1/11/2021 10:31:00 AM,1/11/2021 11:13:00 AM,ScaleInLong,Stop loss,($116.50),$214.00,$0.00,$0.00,$0.00,$0.00,$0.00,$116.50,$27.50,$144.00,43,
32,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15777.25,15773.50,1/12/2021 4:22:00 AM,1/12/2021 8:14:00 AM,FileLong,Stop loss,($7.50),$206.50,$0.00,$0.00,$0.00,$0.00,$0.00,$12.50,$41.00,$48.50,233,
33,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15786.00,15773.50,1/12/2021 4:46:00 AM,1/12/2021 8:14:00 AM,ScaleInLong,Stop loss,($25.00),$181.50,$0.00,$0.00,$0.00,$0.00,$0.00,$30.00,$23.50,$48.50,209,
34,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15785.50,15773.50,1/12/2021 5:56:00 AM,1/12/2021 8:14:00 AM,ScaleInLong,Stop loss,($24.00),$157.50,$0.00,$0.00,$0.00,$0.00,$0.00,$29.00,$8.50,$32.50,139,
35,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15784.00,15773.50,1/12/2021 7:06:00 AM,1/12/2021 8:14:00 AM,ScaleInLong,Stop loss,($21.00),$136.50,$0.00,$0.00,$0.00,$0.00,$0.00,$21.50,$8.50,$29.50,69,
36,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15784.75,15773.50,1/12/2021 7:31:00 AM,1/12/2021 8:14:00 AM,ScaleInLong,Stop loss,($22.50),$114.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.50,$7.00,$29.50,44,
37,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15761.00,15737.50,1/13/2021 3:12:00 AM,1/13/2021 5:31:00 AM,FileLong,Stop loss,($47.00),$67.00,$0.00,$0.00,$0.00,$0.00,$0.00,$47.00,$18.00,$65.00,140,
38,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15764.00,15737.50,1/13/2021 5:11:00 AM,1/13/2021 5:31:00 AM,ScaleInLong,Stop loss,($53.00),$14.00,$0.00,$0.00,$0.00,$0.00,$0.00,$53.00,$6.50,$59.50,21,
39,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15797.75,15781.75,1/13/2021 10:42:00 AM,1/13/2021 12:35:00 PM,FileLong,Stop loss,($32.00),($18.00),$0.00,$0.00,$0.00,$0.00,$0.00,$32.00,$69.00,$101.00,114,
40,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15815.75,15781.75,1/13/2021 11:36:00 AM,1/13/2021 12:35:00 PM,ScaleInLong,Stop loss,($68.00),($86.00),$0.00,$0.00,$0.00,$0.00,$0.00,$68.00,$33.00,$101.00,60,
41,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15834.25,15809.75,1/13/2021 2:17:00 PM,1/13/2021 3:56:00 PM,FileLong,TimeExitLong,($49.00),($135.00),$0.00,$0.00,$0.00,$0.00,$0.00,$75.00,$15.00,$64.00,100,
42,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15707.00,15686.00,1/15/2021 11:42:00 AM,1/15/2021 2:23:00 PM,FileLong,Stop loss,($42.00),($177.00),$0.00,$0.00,$0.00,$0.00,$0.00,$91.50,$37.50,$79.50,162,
43,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15715.00,15686.00,1/15/2021 1:21:00 PM,1/15/2021 2:23:00 PM,ScaleInLong,Stop loss,($58.00),($235.00),$0.00,$0.00,$0.00,$0.00,$0.00,$58.00,$21.50,$79.50,63,
44,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15750.75,15721.75,1/19/2021 9:37:00 AM,1/19/2021 9:48:00 AM,FileLong,Stop loss,($58.00),($293.00),$0.00,$0.00,$0.00,$0.00,$0.00,$58.00,$23.50,$81.50,12,
45,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15742.75,15721.75,1/19/2021 9:47:00 AM,1/19/2021 9:48:00 AM,FileLong,Stop loss,($42.00),($335.00),$0.00,$0.00,$0.00,$0.00,$0.00,$42.00,$6.50,$48.50,2,
46,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15717.50,15765.75,1/19/2021 10:42:00 AM,1/19/2021 12:41:00 PM,FileLong,Stop loss,$96.50,($238.50),$0.00,$0.00,$0.00,$0.00,$0.00,$60.00,$111.50,$15.00,120,
47,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15718.50,15765.75,1/19/2021 11:41:00 AM,1/19/2021 12:41:00 PM,ScaleInLong,Stop loss,$94.50,($144.00),$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$109.50,$15.00,61,
48,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15750.25,15765.75,1/19/2021 12:07:00 PM,1/19/2021 12:41:00 PM,FileLong,Stop loss,$31.00,($113.00),$0.00,$0.00,$0.00,$0.00,$0.00,$19.50,$46.00,$15.00,35,
49,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15755.75,15765.75,1/19/2021 12:17:00 PM,1/19/2021 12:41:00 PM,FileLong,Stop loss,$20.00,($93.00),$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$35.00,$15.00,25,
50,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15769.75,15765.75,1/19/2021 12:41:00 PM,1/19/2021 12:41:00 PM,ScaleInLong,Stop loss,($8.00),($101.00),$0.00,$0.00,$0.00,$0.00,$0.00,$8.00,$0.00,$8.00,1,
51,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16003.25,16076.75,1/20/2021 9:37:00 AM,1/20/2021 10:38:00 AM,FileLong,Stop loss,$147.00,$46.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,$164.00,$17.00,62,
52,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16018.50,16076.75,1/20/2021 9:47:00 AM,1/20/2021 10:38:00 AM,FileLong,Stop loss,$116.50,$162.50,$0.00,$0.00,$0.00,$0.00,$0.00,$38.00,$133.50,$17.00,52,
53,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16069.00,16076.75,1/20/2021 10:16:00 AM,1/20/2021 10:38:00 AM,ScaleInLong,Stop loss,$15.50,$178.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.50,$32.50,$17.00,23,
54,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16079.50,16076.75,1/20/2021 10:36:00 AM,1/20/2021 10:38:00 AM,ScaleInLong,Stop loss,($5.50),$172.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.50,$11.50,$17.00,3,
55,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16206.00,16187.00,1/21/2021 10:22:00 AM,1/21/2021 11:44:00 AM,FileLong,Stop loss,($38.00),$134.50,$0.00,$0.00,$0.00,$0.00,$0.00,$38.00,$51.00,$89.00,83,
56,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16217.75,16187.00,1/21/2021 10:56:00 AM,1/21/2021 11:44:00 AM,ScaleInLong,Stop loss,($61.50),$73.00,$0.00,$0.00,$0.00,$0.00,$0.00,$61.50,$27.50,$89.00,49,
57,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16175.75,16172.25,1/22/2021 9:22:00 AM,1/22/2021 10:38:00 AM,FileLong,Stop loss,($7.00),$66.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.50,$110.00,$117.00,77,
58,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16218.50,16172.25,1/22/2021 9:51:00 AM,1/22/2021 10:38:00 AM,ScaleInLong,Stop loss,($92.50),($26.50),$0.00,$0.00,$0.00,$0.00,$0.00,$92.50,$24.50,$117.00,48,
59,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16367.75,16350.75,1/25/2021 9:37:00 AM,1/25/2021 10:28:00 AM,FileLong,Stop loss,($34.00),($60.50),$0.00,$0.00,$0.00,$0.00,$0.00,$34.00,$52.00,$86.00,52,
60,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16383.50,16350.75,1/25/2021 9:47:00 AM,1/25/2021 10:28:00 AM,FileLong,Stop loss,($65.50),($126.00),$0.00,$0.00,$0.00,$0.00,$0.00,$65.50,$11.50,$77.00,42,
61,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16276.50,16226.50,1/25/2021 1:17:00 PM,1/25/2021 3:16:00 PM,FileLong,Stop loss,($100.00),($226.00),$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$28.00,$128.00,120,
62,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15998.25,16140.25,1/28/2021 9:12:00 AM,1/28/2021 11:14:00 AM,FileLong,Stop loss,$284.00,$58.00,$0.00,$0.00,$0.00,$0.00,$0.00,$62.50,$318.00,$34.00,123,
63,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16145.00,16140.25,1/28/2021 11:11:00 AM,1/28/2021 11:14:00 AM,ScaleInLong,Stop loss,($9.50),$48.50,$0.00,$0.00,$0.00,$0.00,$0.00,$11.00,$24.50,$34.00,4,
64,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15849.50,15835.00,1/29/2021 3:32:00 AM,1/29/2021 4:20:00 AM,FileLong,Stop loss,($29.00),$19.50,$0.00,$0.00,$0.00,$0.00,$0.00,$60.50,$68.50,$97.50,49,
65,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15870.50,15835.00,1/29/2021 4:06:00 AM,1/29/2021 4:20:00 AM,ScaleInLong,Stop loss,($71.00),($51.50),$0.00,$0.00,$0.00,$0.00,$0.00,$71.00,$26.50,$97.50,15,
66,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15923.25,15873.25,2/1/2021 9:37:00 AM,2/1/2021 9:48:00 AM,FileLong,Stop loss,($100.00),($151.50),$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$29.00,$129.00,12,
67,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15930.50,15920.25,2/1/2021 10:37:00 AM,2/1/2021 10:54:00 AM,FileLong,Stop loss,($20.50),($172.00),$0.00,$0.00,$0.00,$0.00,$0.00,$33.00,$80.50,$101.00,18,
68,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15960.00,15920.25,2/1/2021 10:47:00 AM,2/1/2021 10:54:00 AM,FileLong,Stop loss,($79.50),($251.50),$0.00,$0.00,$0.00,$0.00,$0.00,$79.50,$21.50,$101.00,8,
69,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,15982.50,16072.25,2/1/2021 11:27:00 AM,2/1/2021 12:34:00 PM,FileLong,Stop loss,$179.50,($72.00),$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$204.50,$25.00,68,
70,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16017.00,16072.25,2/1/2021 11:46:00 AM,2/1/2021 12:34:00 PM,ScaleInLong,Stop loss,$110.50,$38.50,$0.00,$0.00,$0.00,$0.00,$0.00,$12.50,$135.50,$25.00,49,
71,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16065.75,16072.25,2/1/2021 12:16:00 PM,2/1/2021 12:34:00 PM,ScaleInLong,Stop loss,$13.00,$51.50,$0.00,$0.00,$0.00,$0.00,$0.00,$4.50,$38.00,$25.00,19,
72,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16159.25,16226.25,2/2/2021 3:12:00 AM,2/2/2021 9:38:00 AM,FileLong,Profit target,$134.00,$185.50,$0.00,$0.00,$0.00,$0.00,$0.00,$3.50,$134.00,$0.00,387,
73,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16185.25,16226.25,2/2/2021 4:11:00 AM,2/2/2021 9:38:00 AM,ScaleInLong,Profit target,$82.00,$267.50,$0.00,$0.00,$0.00,$0.00,$0.00,$41.50,$82.00,$0.00,328,
74,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16187.00,16226.25,2/2/2021 7:16:00 AM,2/2/2021 9:38:00 AM,ScaleInLong,Profit target,$78.50,$346.00,$0.00,$0.00,$0.00,$0.00,$0.00,$38.00,$78.50,$0.00,143,
75,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16188.00,16226.25,2/2/2021 8:16:00 AM,2/2/2021 9:38:00 AM,ScaleInLong,Profit target,$76.50,$422.50,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,$76.50,$0.00,83,
76,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16211.75,16226.25,2/2/2021 9:36:00 AM,2/2/2021 9:38:00 AM,ScaleInLong,Profit target,$29.00,$451.50,$0.00,$0.00,$0.00,$0.00,$0.00,$9.50,$29.00,$0.00,3,
77,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16240.00,16313.75,2/2/2021 9:47:00 AM,2/2/2021 1:51:00 PM,FileLong,Stop loss,$147.50,$599.00,$0.00,$0.00,$0.00,$0.00,$0.00,$71.00,$168.50,$21.00,245,
78,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16280.25,16313.75,2/2/2021 11:51:00 AM,2/2/2021 1:51:00 PM,ScaleInLong,Stop loss,$67.00,$666.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.50,$88.00,$21.00,121,
79,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16295.25,16313.75,2/2/2021 1:36:00 PM,2/2/2021 1:51:00 PM,ScaleInLong,Stop loss,$37.00,$703.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.50,$58.00,$21.00,16,
80,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16367.25,16317.25,2/3/2021 8:12:00 AM,2/3/2021 9:33:00 AM,FileLong,Stop loss,($100.00),$603.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$39.00,$139.00,82,
81,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16313.75,16371.00,2/4/2021 12:22:00 PM,2/4/2021 3:56:00 PM,FileLong,TimeExitLong,$114.50,$717.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.50,$116.00,$1.50,215,
82,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16318.25,16371.00,2/4/2021 12:46:00 PM,2/4/2021 3:56:00 PM,ScaleInLong,TimeExitLong,$105.50,$823.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.00,$107.00,$1.50,191,
83,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16333.00,16371.00,2/4/2021 1:22:00 PM,2/4/2021 3:56:00 PM,FileLong,TimeExitLong,$76.00,$899.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.00,$77.50,$1.50,155,
84,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16354.50,16371.00,2/4/2021 3:31:00 PM,2/4/2021 3:56:00 PM,ScaleInLong,TimeExitLong,$33.00,$932.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.50,$34.50,$1.50,26,
85,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16448.50,16454.75,2/5/2021 12:42:00 PM,2/5/2021 1:30:00 PM,FileLong,Stop loss,$12.50,$944.50,$0.00,$0.00,$0.00,$0.00,$0.00,$2.50,$57.50,$45.00,49,
86,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16469.75,16454.75,2/5/2021 1:01:00 PM,2/5/2021 1:30:00 PM,ScaleInLong,Stop loss,($30.00),$914.50,$0.00,$0.00,$0.00,$0.00,$0.00,$30.00,$15.00,$45.00,30,
87,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16476.25,16454.75,2/5/2021 1:21:00 PM,2/5/2021 1:30:00 PM,ScaleInLong,Stop loss,($43.00),$871.50,$0.00,$0.00,$0.00,$0.00,$0.00,$43.00,$1.00,$44.00,10,
88,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16474.25,16454.75,2/5/2021 1:22:00 PM,2/5/2021 1:30:00 PM,FileLong,Stop loss,($39.00),$832.50,$0.00,$0.00,$0.00,$0.00,$0.00,$39.00,$3.00,$42.00,9,
89,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16476.75,16478.50,2/8/2021 3:52:00 AM,2/8/2021 9:35:00 AM,FileLong,Stop loss,$3.50,$836.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.50,$72.00,$68.50,344,
90,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16485.25,16478.50,2/8/2021 8:01:00 AM,2/8/2021 9:35:00 AM,ScaleInLong,Stop loss,($13.50),$822.50,$0.00,$0.00,$0.00,$0.00,$0.00,$16.50,$55.00,$68.50,95,
91,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16493.75,16478.50,2/8/2021 8:21:00 AM,2/8/2021 9:35:00 AM,ScaleInLong,Stop loss,($30.50),$792.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.50,$38.00,$68.50,75,
92,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16508.25,16478.50,2/8/2021 9:21:00 AM,2/8/2021 9:35:00 AM,ScaleInLong,Stop loss,($59.50),$732.50,$0.00,$0.00,$0.00,$0.00,$0.00,$59.50,$9.00,$68.50,15,
93,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16514.75,16497.25,2/8/2021 10:07:00 AM,2/8/2021 10:23:00 AM,FileLong,Stop loss,($35.00),$697.50,$0.00,$0.00,$0.00,$0.00,$0.00,$35.00,$33.00,$68.00,17,
94,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16521.75,16497.25,2/8/2021 10:12:00 AM,2/8/2021 10:23:00 AM,FileLong,Stop loss,($49.00),$648.50,$0.00,$0.00,$0.00,$0.00,$0.00,$49.00,$4.50,$53.50,12,
95,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16505.25,16497.25,2/8/2021 10:17:00 AM,2/8/2021 10:23:00 AM,FileLong,Stop loss,($16.00),$632.50,$0.00,$0.00,$0.00,$0.00,$0.00,$16.00,$9.00,$25.00,7,
96,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16588.00,16538.00,2/10/2021 4:12:00 AM,2/10/2021 10:16:00 AM,FileLong,Stop loss,($100.00),$532.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$25.50,$125.50,365,
