Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
902,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17372.25,17357.00,2/17/2022 3:32:00 AM,2/17/2022 6:32:00 AM,FileLong,Stop loss,($30.50),$8392.00,$0.00,$0.00,$0.00,$0.00,$0.00,$71.00,$44.50,$75.00,181,
903,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17372.50,17357.00,2/17/2022 5:06:00 AM,2/17/2022 6:32:00 AM,ScaleInLong,Stop loss,($31.00),$8361.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31.00,$39.00,$70.00,87,
904,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17376.00,17357.00,2/17/2022 5:41:00 AM,2/17/2022 6:32:00 AM,ScaleInLong,Stop loss,($38.00),$8323.00,$0.00,$0.00,$0.00,$0.00,$0.00,$38.00,$32.00,$70.00,52,
905,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17132.00,17082.00,2/18/2022 6:42:00 AM,2/18/2022 8:11:00 AM,FileLong,Stop loss,($100.00),$8223.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$15.00,$115.00,90,
906,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16757.75,16957.75,2/22/2022 9:37:00 AM,2/22/2022 9:54:00 AM,FileLong,Profit target,$400.00,$8623.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.00,$400.00,$0.00,18,
907,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16800.25,16839.75,2/24/2022 3:37:00 PM,2/24/2022 3:56:00 PM,FileLong,TimeExitLong,$79.00,$8702.00,$0.00,$0.00,$0.00,$0.00,$0.00,$96.50,$102.50,$23.50,20,
908,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16921.00,16975.50,2/25/2022 11:07:00 AM,2/25/2022 12:16:00 PM,FileLong,Stop loss,$109.00,$8811.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,$247.00,$138.00,70,
909,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17030.00,16975.50,2/25/2022 12:01:00 PM,2/25/2022 12:16:00 PM,ScaleInLong,Stop loss,($109.00),$8702.00,$0.00,$0.00,$0.00,$0.00,$0.00,$109.00,$29.00,$138.00,16,
910,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17031.75,16981.75,2/25/2022 12:37:00 PM,2/25/2022 12:51:00 PM,FileLong,Stop loss,($100.00),$8602.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$13.50,$113.50,15,
911,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16961.00,16911.00,3/2/2022 9:47:00 AM,3/2/2022 10:08:00 AM,FileLong,Stop loss,($100.00),$8502.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$73.50,$173.50,22,
912,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17058.25,17051.50,3/2/2022 11:37:00 AM,3/2/2022 12:25:00 PM,FileLong,Stop loss,($13.50),$8488.50,$0.00,$0.00,$0.00,$0.00,$0.00,$96.50,$42.50,$56.00,49,
913,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17073.25,17051.50,3/2/2022 12:16:00 PM,3/2/2022 12:25:00 PM,ScaleInLong,Stop loss,($43.50),$8445.00,$0.00,$0.00,$0.00,$0.00,$0.00,$43.50,$12.50,$56.00,10,
914,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17073.25,17051.50,3/2/2022 12:17:00 PM,3/2/2022 12:25:00 PM,FileLong,Stop loss,($43.50),$8401.50,$0.00,$0.00,$0.00,$0.00,$0.00,$43.50,$12.50,$56.00,9,
915,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17104.75,17090.00,3/2/2022 1:07:00 PM,3/2/2022 1:49:00 PM,FileLong,Stop loss,($29.50),$8372.00,$0.00,$0.00,$0.00,$0.00,$0.00,$29.50,$55.50,$85.00,43,
916,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17125.25,17090.00,3/2/2022 1:41:00 PM,3/2/2022 1:49:00 PM,ScaleInLong,Stop loss,($70.50),$8301.50,$0.00,$0.00,$0.00,$0.00,$0.00,$70.50,$3.00,$73.50,9,
917,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17136.50,17141.25,3/2/2022 3:07:00 PM,3/2/2022 3:56:00 PM,FileLong,TimeExitLong,$9.50,$8311.00,$0.00,$0.00,$0.00,$0.00,$0.00,$69.00,$49.50,$40.00,50,
918,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17146.25,17141.25,3/2/2022 3:36:00 PM,3/2/2022 3:56:00 PM,ScaleInLong,TimeExitLong,($10.00),$8301.00,$0.00,$0.00,$0.00,$0.00,$0.00,$52.50,$30.00,$40.00,21,
919,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16948.75,16922.00,3/3/2022 11:10:00 AM,3/3/2022 11:14:00 AM,FileLong,Stop loss,($53.50),$8247.50,$0.00,$0.00,$0.00,$0.00,$0.00,$53.50,$11.50,$65.00,5,
920,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16945.00,16922.00,3/3/2022 11:12:00 AM,3/3/2022 11:14:00 AM,FileLong,Stop loss,($46.00),$8201.50,$0.00,$0.00,$0.00,$0.00,$0.00,$46.00,$2.00,$48.00,3,
921,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16420.00,16429.25,3/9/2022 9:37:00 AM,3/9/2022 9:44:00 AM,FileLong,Stop loss,$18.50,$8220.00,$0.00,$0.00,$0.00,$0.00,$0.00,$55.00,$126.50,$108.00,8,
922,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16438.50,16429.25,3/9/2022 9:42:00 AM,3/9/2022 9:44:00 AM,FileLong,Stop loss,($18.50),$8201.50,$0.00,$0.00,$0.00,$0.00,$0.00,$34.50,$89.50,$108.00,3,
923,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16434.00,16384.00,3/9/2022 9:47:00 AM,3/9/2022 9:54:00 AM,FileLong,Stop loss,($100.00),$8101.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$33.00,$133.00,8,
924,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16470.25,16481.25,3/9/2022 10:07:00 AM,3/9/2022 11:12:00 AM,FileLong,Stop loss,$22.00,$8123.50,$0.00,$0.00,$0.00,$0.00,$0.00,$72.00,$160.50,$138.50,66,
925,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16492.00,16481.25,3/9/2022 10:27:00 AM,3/9/2022 11:12:00 AM,FileLong,Stop loss,($21.50),$8102.00,$0.00,$0.00,$0.00,$0.00,$0.00,$52.00,$117.00,$138.50,46,
926,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16543.75,16551.75,3/9/2022 12:07:00 PM,3/9/2022 1:04:00 PM,FileLong,Stop loss,$16.00,$8118.00,$0.00,$0.00,$0.00,$0.00,$0.00,$85.00,$148.50,$132.50,58,
927,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16609.50,16551.75,3/9/2022 12:41:00 PM,3/9/2022 1:04:00 PM,ScaleInLong,Stop loss,($115.50),$8002.50,$0.00,$0.00,$0.00,$0.00,$0.00,$115.50,$12.00,$127.50,24,
928,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16325.25,16275.25,3/11/2022 11:47:00 AM,3/11/2022 12:37:00 PM,FileLong,Stop loss,($100.00),$7902.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$51.50,$151.50,51,
929,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16141.25,16150.75,3/15/2022 10:32:00 AM,3/15/2022 10:59:00 AM,FileLong,Stop loss,$19.00,$7921.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.50,$97.00,$78.00,28,
930,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16184.75,16150.75,3/15/2022 10:51:00 AM,3/15/2022 10:59:00 AM,ScaleInLong,Stop loss,($68.00),$7853.50,$0.00,$0.00,$0.00,$0.00,$0.00,$68.00,$3.50,$71.50,9,
931,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16176.00,16150.75,3/15/2022 10:52:00 AM,3/15/2022 10:59:00 AM,FileLong,Stop loss,($50.50),$7803.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.50,$9.00,$59.50,8,
932,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16221.50,16171.50,3/15/2022 11:32:00 AM,3/15/2022 11:57:00 AM,FileLong,Stop loss,($100.00),$7703.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$106.00,$206.00,26,
933,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16520.25,16600.75,3/16/2022 9:37:00 AM,3/16/2022 9:50:00 AM,FileLong,Stop loss,$161.00,$7864.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.50,$194.50,$33.50,14,
934,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16547.75,16600.75,3/16/2022 9:42:00 AM,3/16/2022 9:50:00 AM,FileLong,Stop loss,$106.00,$7970.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.00,$139.50,$33.50,9,
935,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17118.00,17178.25,3/18/2022 11:37:00 AM,3/18/2022 1:10:00 PM,FileLong,Stop loss,$120.50,$8090.50,$0.00,$0.00,$0.00,$0.00,$0.00,$74.50,$139.00,$18.50,94,
936,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17136.00,17178.25,3/18/2022 12:26:00 PM,3/18/2022 1:10:00 PM,ScaleInLong,Stop loss,$84.50,$8175.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,$103.00,$18.50,45,
937,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17135.75,17178.25,3/18/2022 12:27:00 PM,3/18/2022 1:10:00 PM,FileLong,Stop loss,$85.00,$8260.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.50,$103.50,$18.50,44,
938,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17174.75,17178.25,3/18/2022 12:46:00 PM,3/18/2022 1:10:00 PM,ScaleInLong,Stop loss,$7.00,$8267.00,$0.00,$0.00,$0.00,$0.00,$0.00,$44.50,$25.50,$18.50,25,
939,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17196.75,17257.75,3/18/2022 2:42:00 PM,3/18/2022 3:31:00 PM,FileLong,Stop loss,$122.00,$8389.00,$0.00,$0.00,$0.00,$0.00,$0.00,$51.50,$144.50,$22.50,50,
940,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17205.50,17257.75,3/18/2022 3:01:00 PM,3/18/2022 3:31:00 PM,ScaleInLong,Stop loss,$104.50,$8493.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.50,$127.00,$22.50,31,
941,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17236.25,17257.75,3/18/2022 3:12:00 PM,3/18/2022 3:31:00 PM,FileLong,Stop loss,$43.00,$8536.50,$0.00,$0.00,$0.00,$0.00,$0.00,$10.50,$65.50,$22.50,20,
942,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17261.50,17257.75,3/18/2022 3:31:00 PM,3/18/2022 3:31:00 PM,ScaleInLong,Stop loss,($7.50),$8529.00,$0.00,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$7.50,1,
943,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17404.75,17491.50,3/22/2022 10:07:00 AM,3/22/2022 10:45:00 AM,FileLong,Stop loss,$173.50,$8702.50,$0.00,$0.00,$0.00,$0.00,$0.00,$32.50,$196.00,$22.50,39,
944,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17456.50,17491.50,3/22/2022 10:31:00 AM,3/22/2022 10:45:00 AM,ScaleInLong,Stop loss,$70.00,$8772.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$92.50,$22.50,15,
945,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17478.25,17491.50,3/22/2022 10:37:00 AM,3/22/2022 10:45:00 AM,FileLong,Stop loss,$26.50,$8799.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,$49.00,$22.50,9,
946,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17494.00,17465.50,3/22/2022 10:47:00 AM,3/22/2022 11:03:00 AM,FileLong,Stop loss,($57.00),$8742.00,$0.00,$0.00,$0.00,$0.00,$0.00,$57.00,$23.50,$80.50,17,
947,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17487.00,17465.50,3/22/2022 10:52:00 AM,3/22/2022 11:03:00 AM,FileLong,Stop loss,($43.00),$8699.00,$0.00,$0.00,$0.00,$0.00,$0.00,$43.00,$31.00,$74.00,12,
948,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17522.00,17472.00,3/22/2022 11:12:00 AM,3/22/2022 12:22:00 PM,FileLong,Stop loss,($100.00),$8599.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$64.50,$164.50,71,
949,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17444.75,17475.75,3/24/2022 11:22:00 AM,3/24/2022 12:04:00 PM,FileLong,Stop loss,$62.00,$8661.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.50,$178.50,$116.50,43,
950,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17506.75,17475.75,3/24/2022 11:41:00 AM,3/24/2022 12:04:00 PM,ScaleInLong,Stop loss,($62.00),$8599.00,$0.00,$0.00,$0.00,$0.00,$0.00,$62.00,$54.50,$116.50,24,
951,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17531.25,17516.50,3/24/2022 2:02:00 PM,3/24/2022 2:11:00 PM,FileLong,Stop loss,($29.50),$8569.50,$0.00,$0.00,$0.00,$0.00,$0.00,$29.50,$52.50,$82.00,10,
952,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17551.75,17516.50,3/24/2022 2:07:00 PM,3/24/2022 2:11:00 PM,FileLong,Stop loss,($70.50),$8499.00,$0.00,$0.00,$0.00,$0.00,$0.00,$70.50,$3.00,$73.50,5,
953,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17558.25,17613.75,3/24/2022 3:12:00 PM,3/24/2022 3:56:00 PM,FileLong,TimeExitLong,$111.00,$8610.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.50,$126.00,$15.00,45,
954,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17595.50,17613.75,3/24/2022 3:31:00 PM,3/24/2022 3:56:00 PM,ScaleInLong,TimeExitLong,$36.50,$8646.50,$0.00,$0.00,$0.00,$0.00,$0.00,$57.50,$51.50,$15.00,26,
955,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17613.75,17681.25,3/24/2022 3:56:00 PM,3/25/2022 12:59:00 AM,ScaleInLong,Profit target,$135.00,$8781.50,$0.00,$0.00,$0.00,$0.00,$0.00,$48.50,$135.00,$0.00,484,
956,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17637.50,17681.25,3/24/2022 11:01:00 PM,3/25/2022 12:59:00 AM,ScaleInLong,Profit target,$87.50,$8869.00,$0.00,$0.00,$0.00,$0.00,$0.00,$48.50,$87.50,$0.00,119,
957,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17629.25,17681.25,3/25/2022 12:16:00 AM,3/25/2022 12:59:00 AM,ScaleInLong,Profit target,$104.00,$8973.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.50,$104.00,$0.00,44,
958,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17644.00,17681.25,3/25/2022 12:56:00 AM,3/25/2022 12:59:00 AM,ScaleInLong,Profit target,$74.50,$9047.50,$0.00,$0.00,$0.00,$0.00,$0.00,$3.50,$74.50,$0.00,4,
959,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17775.75,17725.75,3/28/2022 9:57:00 AM,3/28/2022 10:02:00 AM,FileLong,Stop loss,($100.00),$8947.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$13.00,$113.00,6,
960,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17738.00,17825.75,3/28/2022 2:32:00 PM,3/28/2022 3:38:00 PM,FileLong,Stop loss,$175.50,$9123.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.00,$206.00,$30.50,67,
961,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17755.50,17825.75,3/28/2022 2:47:00 PM,3/28/2022 3:38:00 PM,FileLong,Stop loss,$140.50,$9263.50,$0.00,$0.00,$0.00,$0.00,$0.00,$11.50,$171.00,$30.50,52,
962,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17832.75,17825.75,3/28/2022 3:37:00 PM,3/28/2022 3:38:00 PM,FileLong,Stop loss,($14.00),$9249.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.00,$1.50,$15.50,2,
963,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18067.25,18017.25,3/29/2022 9:37:00 AM,3/29/2022 9:41:00 AM,FileLong,Stop loss,($100.00),$9149.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$27.00,$127.00,5,
964,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18040.75,17990.75,3/29/2022 9:47:00 AM,3/29/2022 9:51:00 AM,FileLong,Stop loss,($100.00),$9049.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$30.50,$130.50,5,
965,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18039.00,17989.00,3/29/2022 11:52:00 AM,3/29/2022 12:03:00 PM,FileLong,Stop loss,($100.00),$8949.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$3.50,$103.50,12,
966,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18042.50,18092.00,3/29/2022 1:52:00 PM,3/29/2022 2:58:00 PM,FileLong,Stop loss,$99.00,$9048.50,$0.00,$0.00,$0.00,$0.00,$0.00,$30.50,$113.00,$14.00,67,
967,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18065.50,18092.00,3/29/2022 2:36:00 PM,3/29/2022 2:58:00 PM,ScaleInLong,Stop loss,$53.00,$9101.50,$0.00,$0.00,$0.00,$0.00,$0.00,$2.00,$67.00,$14.00,23,
968,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18070.50,18092.00,3/29/2022 2:37:00 PM,3/29/2022 2:58:00 PM,FileLong,Stop loss,$43.00,$9144.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.50,$57.00,$14.00,22,
969,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,18077.25,18092.00,3/29/2022 2:42:00 PM,3/29/2022 2:58:00 PM,FileLong,Stop loss,$29.50,$9174.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.50,$43.50,$14.00,17,
970,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17862.50,17967.25,4/4/2022 9:47:00 AM,4/4/2022 11:08:00 AM,FileLong,Profit target,$209.50,$9383.50,$0.00,$0.00,$0.00,$0.00,$0.00,$38.50,$209.50,$0.00,82,
971,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17918.50,17967.25,4/4/2022 10:02:00 AM,4/4/2022 11:08:00 AM,FileLong,Profit target,$97.50,$9481.00,$0.00,$0.00,$0.00,$0.00,$0.00,$81.50,$97.50,$0.00,67,
972,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17924.00,17967.25,4/4/2022 10:42:00 AM,4/4/2022 11:08:00 AM,FileLong,Profit target,$86.50,$9567.50,$0.00,$0.00,$0.00,$0.00,$0.00,$51.50,$86.50,$0.00,27,
973,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17963.75,17967.25,4/4/2022 11:07:00 AM,4/4/2022 11:08:00 AM,FileLong,Profit target,$7.00,$9574.50,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,$7.00,$0.00,2,
974,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17973.50,17959.00,4/4/2022 11:47:00 AM,4/4/2022 1:02:00 PM,FileLong,Stop loss,($29.00),$9545.50,$0.00,$0.00,$0.00,$0.00,$0.00,$29.00,$55.00,$84.00,76,
975,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17994.50,17959.00,4/4/2022 12:36:00 PM,4/4/2022 1:02:00 PM,ScaleInLong,Stop loss,($71.00),$9474.50,$0.00,$0.00,$0.00,$0.00,$0.00,$71.00,$13.00,$84.00,27,
976,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17435.50,17385.50,4/6/2022 3:19:00 PM,4/6/2022 3:24:00 PM,FileLong,Stop loss,($100.00),$9374.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$40.50,$140.50,6,
977,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17019.00,17102.50,4/12/2022 9:37:00 AM,4/12/2022 9:53:00 AM,FileLong,Stop loss,$167.00,$9541.50,$0.00,$0.00,$0.00,$0.00,$0.00,$72.00,$190.00,$23.00,17,
978,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17041.75,17102.50,4/12/2022 9:47:00 AM,4/12/2022 9:53:00 AM,FileLong,Stop loss,$121.50,$9663.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.50,$144.50,$23.00,7,
979,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17108.25,17102.50,4/12/2022 9:52:00 AM,4/12/2022 9:53:00 AM,FileLong,Stop loss,($11.50),$9651.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,$11.50,$23.00,2,
980,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17121.00,17071.00,4/12/2022 10:02:00 AM,4/12/2022 10:20:00 AM,FileLong,Stop loss,($100.00),$9551.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$53.50,$153.50,19,
981,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17062.25,17012.25,4/12/2022 11:32:00 AM,4/12/2022 11:51:00 AM,FileLong,Stop loss,($100.00),$9451.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$14.00,$114.00,20,
982,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16925.50,16875.50,4/13/2022 9:52:00 AM,4/13/2022 9:57:00 AM,FileLong,Stop loss,($100.00),$9351.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$11.00,$111.00,6,
983,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16954.00,17034.50,4/13/2022 10:22:00 AM,4/13/2022 11:28:00 AM,FileLong,Stop loss,$161.00,$9512.50,$0.00,$0.00,$0.00,$0.00,$0.00,$83.50,$180.00,$19.00,67,
984,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16991.25,17034.50,4/13/2022 11:07:00 AM,4/13/2022 11:28:00 AM,FileLong,Stop loss,$86.50,$9599.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$105.50,$19.00,22,
985,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17022.25,17034.50,4/13/2022 11:17:00 AM,4/13/2022 11:28:00 AM,FileLong,Stop loss,$24.50,$9623.50,$0.00,$0.00,$0.00,$0.00,$0.00,$19.50,$43.50,$19.00,12,
986,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17018.00,17034.50,4/13/2022 11:22:00 AM,4/13/2022 11:28:00 AM,FileLong,Stop loss,$33.00,$9656.50,$0.00,$0.00,$0.00,$0.00,$0.00,$9.00,$52.00,$19.00,7,
987,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16866.25,16816.25,4/18/2022 10:27:00 AM,4/18/2022 10:52:00 AM,FileLong,Stop loss,($100.00),$9556.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$12.00,$112.00,26,
988,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16926.75,17022.75,4/19/2022 10:17:00 AM,4/19/2022 11:17:00 AM,FileLong,Stop loss,$192.00,$9748.50,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$211.50,$19.50,61,
989,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17010.00,17022.75,4/19/2022 10:46:00 AM,4/19/2022 11:17:00 AM,ScaleInLong,Stop loss,$25.50,$9774.00,$0.00,$0.00,$0.00,$0.00,$0.00,$49.00,$45.00,$19.50,32,
990,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17013.25,17022.75,4/19/2022 10:47:00 AM,4/19/2022 11:17:00 AM,FileLong,Stop loss,$19.00,$9793.00,$0.00,$0.00,$0.00,$0.00,$0.00,$55.50,$38.50,$19.50,31,
991,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17033.00,17009.50,4/19/2022 11:27:00 AM,4/19/2022 1:27:00 PM,FileLong,Stop loss,($47.00),$9746.00,$0.00,$0.00,$0.00,$0.00,$0.00,$59.50,$68.00,$115.00,121,
992,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17035.75,17009.50,4/19/2022 12:56:00 PM,4/19/2022 1:27:00 PM,ScaleInLong,Stop loss,($52.50),$9693.50,$0.00,$0.00,$0.00,$0.00,$0.00,$52.50,$8.00,$60.50,32,
993,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17050.50,17078.25,4/19/2022 3:12:00 PM,4/19/2022 3:56:00 PM,FileLong,TimeExitLong,$55.50,$9749.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.50,$120.50,$65.00,45,
994,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17140.00,17109.75,4/21/2022 9:37:00 AM,4/21/2022 9:49:00 AM,FileLong,Stop loss,($60.50),$9688.50,$0.00,$0.00,$0.00,$0.00,$0.00,$60.50,$26.00,$86.50,13,
995,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,17129.25,17109.75,4/21/2022 9:47:00 AM,4/21/2022 9:49:00 AM,FileLong,Stop loss,($39.00),$9649.50,$0.00,$0.00,$0.00,$0.00,$0.00,$39.00,$9.50,$48.50,3,
996,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16347.50,16297.50,4/25/2022 2:52:00 PM,4/25/2022 3:02:00 PM,FileLong,Stop loss,($100.00),$9549.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$31.00,$131.00,11,
997,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,16376.50,16398.75,4/25/2022 3:42:00 PM,4/25/2022 3:56:00 PM,FileLong,TimeExitLong,$44.50,$9594.00,$0.00,$0.00,$0.00,$0.00,$0.00,$91.00,$53.00,$8.50,15,
