Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15605.00,15744.50,1/7/2021 9:34:00 AM,1/7/2021 10:50:00 AM,FileLong,Profit target,$837.00,$837.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60.00,$837.00,$0.00,77,
2,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15710.50,15744.50,1/7/2021 10:06:00 AM,1/7/2021 10:50:00 AM,ScaleInLong,Profit target,$204.00,$1041.00,$0.00,$0.00,$0.00,$0.00,$0.00,$78.00,$204.00,$0.00,45,
3,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15718.00,15744.50,1/7/2021 10:41:00 AM,1/7/2021 10:50:00 AM,ScaleInLong,Profit target,$159.00,$1200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.50,$159.00,$0.00,10,
4,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15745.25,15775.00,1/11/2021 9:39:00 AM,1/11/2021 9:44:00 AM,FileShort,RevExitShort,($178.50),$1021.50,$0.00,$0.00,$0.00,$0.00,$0.00,$282.00,$85.50,$264.00,6,
5,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15759.75,15790.75,1/11/2021 9:45:00 AM,1/11/2021 1:47:00 PM,FileLong,Stop loss,$186.00,$1207.50,$0.00,$0.00,$0.00,$0.00,$0.00,$154.50,$552.00,$366.00,243,
6,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15828.75,15790.75,1/11/2021 10:31:00 AM,1/11/2021 1:47:00 PM,ScaleInLong,Stop loss,($228.00),$979.50,$0.00,$0.00,$0.00,$0.00,$0.00,$352.50,$138.00,$366.00,197,
7,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15834.00,15790.75,1/11/2021 12:31:00 PM,1/11/2021 1:47:00 PM,ScaleInLong,Stop loss,($259.50),$720.00,$0.00,$0.00,$0.00,$0.00,$0.00,$259.50,$106.50,$366.00,77,
8,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15705.50,15728.50,1/12/2021 9:55:00 AM,1/12/2021 9:59:00 AM,FileShort,RevExitShort,($138.00),$582.00,$0.00,$0.00,$0.00,$0.00,$0.00,$156.00,$1.50,$139.50,5,
9,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15724.75,15715.25,1/12/2021 10:00:00 AM,1/12/2021 11:48:00 AM,FileLong,Stop loss,($57.00),$525.00,$0.00,$0.00,$0.00,$0.00,$0.00,$123.00,$249.00,$306.00,109,
10,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15755.75,15715.25,1/12/2021 11:16:00 AM,1/12/2021 11:48:00 AM,ScaleInLong,Stop loss,($243.00),$282.00,$0.00,$0.00,$0.00,$0.00,$0.00,$243.00,$63.00,$306.00,33,
11,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15614.75,15632.00,1/12/2021 12:18:00 PM,1/12/2021 12:19:00 PM,FileShort,RevExitShort,($103.50),$178.50,$0.00,$0.00,$0.00,$0.00,$0.00,$127.50,$4.50,$108.00,2,
12,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15634.50,15727.75,1/12/2021 12:20:00 PM,1/12/2021 1:34:00 PM,FileLong,Profit target,$559.50,$738.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76.50,$559.50,$0.00,75,
13,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15664.75,15727.75,1/12/2021 12:41:00 PM,1/12/2021 1:34:00 PM,ScaleInLong,Profit target,$378.00,$1116.00,$0.00,$0.00,$0.00,$0.00,$0.00,$96.00,$378.00,$0.00,54,
14,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15684.25,15727.75,1/12/2021 1:01:00 PM,1/12/2021 1:34:00 PM,ScaleInLong,Profit target,$261.00,$1377.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.50,$261.00,$0.00,34,
15,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15748.75,15782.50,1/13/2021 9:33:00 AM,1/13/2021 9:54:00 AM,FileLong,RevExitLong,$202.50,$1579.50,$0.00,$0.00,$0.00,$0.00,$0.00,$276.00,$211.50,$9.00,22,
16,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15768.00,15818.00,1/13/2021 9:55:00 AM,1/13/2021 11:01:00 AM,FileShort,Stop loss,($300.00),$1279.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$349.50,$649.50,67,
17,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15838.50,15862.75,1/14/2021 9:35:00 AM,1/14/2021 10:49:00 AM,FileLong,RevExitLong,$145.50,$1425.00,$0.00,$0.00,$0.00,$0.00,$0.00,$187.50,$147.00,$1.50,75,
18,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15861.75,15755.25,1/14/2021 10:50:00 AM,1/14/2021 3:18:00 PM,FileShort,Profit target,$639.00,$2064.00,$0.00,$0.00,$0.00,$0.00,$0.00,$34.50,$639.00,$0.00,269,
19,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15795.75,15755.25,1/14/2021 12:41:00 PM,1/14/2021 3:18:00 PM,ScaleInShort,Profit target,$243.00,$2307.00,$0.00,$0.00,$0.00,$0.00,$0.00,$166.50,$243.00,$0.00,158,
20,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15808.00,15755.25,1/14/2021 1:16:00 PM,1/14/2021 3:18:00 PM,ScaleInShort,Profit target,$316.50,$2623.50,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$316.50,$0.00,123,
21,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15643.25,15659.25,1/15/2021 10:11:00 AM,1/15/2021 10:35:00 AM,FileShort,RevExitShort,($96.00),$2527.50,$0.00,$0.00,$0.00,$0.00,$0.00,$219.00,$309.00,$405.00,25,
22,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15662.00,15612.00,1/15/2021 10:36:00 AM,1/15/2021 11:04:00 AM,FileLong,Stop loss,($300.00),$2227.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$78.00,$378.00,29,
23,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15603.00,15609.25,1/15/2021 11:09:00 AM,1/15/2021 11:10:00 AM,FileShort,RevExitShort,($37.50),$2190.00,$0.00,$0.00,$0.00,$0.00,$0.00,$55.50,$39.00,$76.50,2,
24,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15614.75,15657.25,1/15/2021 11:11:00 AM,1/15/2021 3:06:00 PM,FileLong,Stop loss,$255.00,$2445.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31.50,$666.00,$411.00,236,
25,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15692.25,15657.25,1/15/2021 11:31:00 AM,1/15/2021 3:06:00 PM,ScaleInLong,Stop loss,($210.00),$2235.00,$0.00,$0.00,$0.00,$0.00,$0.00,$210.00,$201.00,$411.00,216,
26,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15715.00,15657.25,1/15/2021 1:21:00 PM,1/15/2021 3:06:00 PM,ScaleInLong,Stop loss,($346.50),$1888.50,$0.00,$0.00,$0.00,$0.00,$0.00,$346.50,$64.50,$411.00,106,
27,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16348.50,16361.25,1/25/2021 9:32:00 AM,1/25/2021 9:56:00 AM,FileLong,RevExitLong,$76.50,$1965.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.00,$271.50,$195.00,25,
28,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,16381.00,16261.50,1/25/2021 9:57:00 AM,1/25/2021 10:54:00 AM,FileShort,Profit target,$717.00,$2682.00,$0.00,$0.00,$0.00,$0.00,$0.00,$49.50,$717.00,$0.00,58,
29,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,16342.00,16261.50,1/25/2021 10:41:00 AM,1/25/2021 10:54:00 AM,ScaleInShort,Profit target,$483.00,$3165.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.50,$483.00,$0.00,14,
30,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16068.25,16018.25,1/28/2021 9:45:00 AM,1/28/2021 9:59:00 AM,FileLong,Stop loss,($300.00),$2865.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$99.00,$399.00,15,
31,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15862.00,15912.00,1/29/2021 9:43:00 AM,1/29/2021 9:56:00 AM,FileShort,Stop loss,($300.00),$2565.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$150.00,$450.00,14,
32,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15926.00,15876.00,1/29/2021 9:57:00 AM,1/29/2021 10:07:00 AM,FileLong,Stop loss,($300.00),$2265.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$64.50,$364.50,11,
33,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15836.50,15717.25,1/29/2021 11:25:00 AM,1/29/2021 12:40:00 PM,FileShort,Profit target,$715.50,$2980.50,$0.00,$0.00,$0.00,$0.00,$0.00,$286.50,$715.50,$0.00,76,
34,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15798.00,15717.25,1/29/2021 12:21:00 PM,1/29/2021 12:40:00 PM,ScaleInShort,Profit target,$484.50,$3465.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$484.50,$0.00,20,
35,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15854.25,15804.25,1/29/2021 3:23:00 PM,1/29/2021 3:39:00 PM,FileLong,Stop loss,($300.00),$3165.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$30.00,$330.00,17,
36,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15837.50,15887.50,2/1/2021 9:53:00 AM,2/1/2021 10:15:00 AM,FileShort,Stop loss,($300.00),$2865.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$171.00,$471.00,23,
37,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15891.25,15889.50,2/1/2021 10:17:00 AM,2/1/2021 11:02:00 AM,FileLong,Stop loss,($10.50),$2854.50,$0.00,$0.00,$0.00,$0.00,$0.00,$171.00,$477.00,$487.50,46,
38,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15937.75,15889.50,2/1/2021 10:36:00 AM,2/1/2021 11:02:00 AM,ScaleInLong,Stop loss,($289.50),$2565.00,$0.00,$0.00,$0.00,$0.00,$0.00,$289.50,$198.00,$487.50,27,
39,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15976.50,16083.50,2/1/2021 11:24:00 AM,2/1/2021 12:31:00 PM,FileLong,Profit target,$642.00,$3207.00,$0.00,$0.00,$0.00,$0.00,$0.00,$48.00,$642.00,$0.00,68,
40,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16008.00,16083.50,2/1/2021 11:41:00 AM,2/1/2021 12:31:00 PM,ScaleInLong,Profit target,$453.00,$3660.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.00,$453.00,$0.00,51,
41,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16065.75,16083.50,2/1/2021 12:16:00 PM,2/1/2021 12:31:00 PM,ScaleInLong,Profit target,$106.50,$3766.50,$0.00,$0.00,$0.00,$0.00,$0.00,$13.50,$106.50,$0.00,16,
42,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16217.75,16331.00,2/2/2021 9:37:00 AM,2/2/2021 2:48:00 PM,FileLong,Profit target,$679.50,$4446.00,$0.00,$0.00,$0.00,$0.00,$0.00,$79.50,$679.50,$0.00,312,
43,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16280.25,16331.00,2/2/2021 11:51:00 AM,2/2/2021 2:48:00 PM,ScaleInLong,Profit target,$304.50,$4750.50,$0.00,$0.00,$0.00,$0.00,$0.00,$91.50,$304.50,$0.00,178,
44,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16295.25,16331.00,2/2/2021 1:36:00 PM,2/2/2021 2:48:00 PM,ScaleInLong,Profit target,$214.50,$4965.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.50,$214.50,$0.00,73,
45,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16440.50,16440.50,2/17/2021 10:30:00 AM,2/17/2021 11:13:00 AM,FileLong,Stop loss,$0.00,$4965.00,$0.00,$0.00,$0.00,$0.00,$0.00,$144.00,$334.50,$334.50,44,
46,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16490.25,16440.50,2/17/2021 11:01:00 AM,2/17/2021 11:13:00 AM,ScaleInLong,Stop loss,($298.50),$4666.50,$0.00,$0.00,$0.00,$0.00,$0.00,$298.50,$36.00,$334.50,13,
47,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16416.50,16516.75,2/17/2021 11:23:00 AM,2/17/2021 2:02:00 PM,FileLong,Profit target,$601.50,$5268.00,$0.00,$0.00,$0.00,$0.00,$0.00,$208.50,$601.50,$0.00,160,
48,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16430.50,16516.75,2/17/2021 11:56:00 AM,2/17/2021 2:02:00 PM,ScaleInLong,Profit target,$517.50,$5785.50,$0.00,$0.00,$0.00,$0.00,$0.00,$24.00,$517.50,$0.00,127,
49,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16503.50,16516.75,2/17/2021 1:11:00 PM,2/17/2021 2:02:00 PM,ScaleInLong,Profit target,$79.50,$5865.00,$0.00,$0.00,$0.00,$0.00,$0.00,$127.50,$79.50,$0.00,52,
50,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16340.50,16423.25,2/18/2021 10:22:00 AM,2/18/2021 1:19:00 PM,FileLong,Profit target,$496.50,$6361.50,$0.00,$0.00,$0.00,$0.00,$0.00,$198.00,$496.50,$0.00,178,
51,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16350.50,16423.25,2/18/2021 10:41:00 AM,2/18/2021 1:19:00 PM,ScaleInLong,Profit target,$436.50,$6798.00,$0.00,$0.00,$0.00,$0.00,$0.00,$91.50,$436.50,$0.00,159,
52,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16378.50,16423.25,2/18/2021 12:21:00 PM,2/18/2021 1:19:00 PM,ScaleInLong,Profit target,$268.50,$7066.50,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$268.50,$0.00,59,
53,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,16174.75,16175.75,2/22/2021 10:37:00 AM,2/22/2021 11:23:00 AM,FileShort,RevExitShort,($6.00),$7060.50,$0.00,$0.00,$0.00,$0.00,$0.00,$133.50,$325.50,$331.50,47,
54,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16174.75,16124.75,2/22/2021 11:24:00 AM,2/22/2021 12:11:00 PM,FileLong,Stop loss,($300.00),$6760.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$105.00,$405.00,48,
55,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,16137.75,16148.50,2/22/2021 12:20:00 PM,2/22/2021 12:36:00 PM,FileShort,RevExitShort,($64.50),$6696.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76.50,$105.00,$169.50,17,
56,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16153.75,16138.50,2/22/2021 12:37:00 PM,2/22/2021 3:07:00 PM,FileLong,Stop loss,($91.50),$6604.50,$0.00,$0.00,$0.00,$0.00,$0.00,$91.50,$424.50,$516.00,151,
57,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16173.00,16138.50,2/22/2021 12:56:00 PM,2/22/2021 3:07:00 PM,ScaleInLong,Stop loss,($207.00),$6397.50,$0.00,$0.00,$0.00,$0.00,$0.00,$207.00,$309.00,$516.00,132,
58,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15782.50,15689.50,2/23/2021 9:38:00 AM,2/23/2021 9:53:00 AM,FileShort,Stop loss,$558.00,$6955.50,$0.00,$0.00,$0.00,$0.00,$0.00,$7.50,$1117.50,$559.50,16,
59,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15748.75,15906.25,2/23/2021 10:07:00 AM,2/23/2021 10:46:00 AM,FileLong,Profit target,$945.00,$7900.50,$0.00,$0.00,$0.00,$0.00,$0.00,$97.50,$945.00,$0.00,40,
60,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15863.75,15906.25,2/23/2021 10:31:00 AM,2/23/2021 10:46:00 AM,ScaleInLong,Profit target,$255.00,$8155.50,$0.00,$0.00,$0.00,$0.00,$0.00,$280.50,$255.00,$0.00,16,
61,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15933.25,15883.25,2/25/2021 10:54:00 AM,2/25/2021 11:44:00 AM,FileLong,Stop loss,($300.00),$7855.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$439.50,$739.50,51,
62,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15865.50,15882.00,2/25/2021 11:54:00 AM,2/25/2021 11:55:00 AM,FileShort,RevExitShort,($99.00),$7756.50,$0.00,$0.00,$0.00,$0.00,$0.00,$103.50,$18.00,$117.00,2,
63,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15873.00,15823.00,2/25/2021 11:56:00 AM,2/25/2021 12:00:00 PM,FileLong,Stop loss,($300.00),$7456.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$31.50,$331.50,5,
64,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15613.75,15641.50,2/26/2021 10:32:00 AM,2/26/2021 10:34:00 AM,FileShort,RevExitShort,($166.50),$7290.00,$0.00,$0.00,$0.00,$0.00,$0.00,$198.00,$52.50,$219.00,3,
65,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15616.75,15797.50,2/26/2021 10:35:00 AM,2/26/2021 10:54:00 AM,FileLong,Profit target,$1084.50,$8374.50,$0.00,$0.00,$0.00,$0.00,$0.00,$118.50,$1084.50,$0.00,20,
66,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15778.25,15797.50,2/26/2021 10:51:00 AM,2/26/2021 10:54:00 AM,ScaleInLong,Profit target,$115.50,$8490.00,$0.00,$0.00,$0.00,$0.00,$0.00,$189.00,$115.50,$0.00,4,
67,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15923.75,15837.50,2/26/2021 12:18:00 PM,2/26/2021 2:36:00 PM,FileShort,Stop loss,$517.50,$9007.50,$0.00,$0.00,$0.00,$0.00,$0.00,$28.50,$1035.00,$517.50,139,
68,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15974.00,16041.25,3/1/2021 10:22:00 AM,3/1/2021 12:16:00 PM,FileLong,Stop loss,$403.50,$9411.00,$0.00,$0.00,$0.00,$0.00,$0.00,$52.50,$565.50,$162.00,115,
69,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16009.25,16041.25,3/1/2021 10:46:00 AM,3/1/2021 12:16:00 PM,ScaleInLong,Stop loss,$192.00,$9603.00,$0.00,$0.00,$0.00,$0.00,$0.00,$72.00,$354.00,$162.00,91,
70,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16059.25,16041.25,3/1/2021 11:46:00 AM,3/1/2021 12:16:00 PM,ScaleInLong,Stop loss,($108.00),$9495.00,$0.00,$0.00,$0.00,$0.00,$0.00,$108.00,$54.00,$162.00,31,
71,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,16059.75,16009.00,3/2/2021 9:44:00 AM,3/2/2021 12:17:00 PM,FileShort,Stop loss,$304.50,$9799.50,$0.00,$0.00,$0.00,$0.00,$0.00,$165.00,$733.50,$429.00,154,
72,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15959.50,16009.00,3/2/2021 11:26:00 AM,3/2/2021 12:17:00 PM,ScaleInShort,Stop loss,($297.00),$9502.50,$0.00,$0.00,$0.00,$0.00,$0.00,$297.00,$132.00,$429.00,52,
73,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15958.00,16009.00,3/2/2021 11:46:00 AM,3/2/2021 12:17:00 PM,ScaleInShort,Stop loss,($306.00),$9196.50,$0.00,$0.00,$0.00,$0.00,$0.00,$306.00,$91.50,$397.50,32,
74,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15788.75,15787.25,3/3/2021 9:46:00 AM,3/3/2021 11:24:00 AM,FileShort,RevExitShort,$9.00,$9205.50,$0.00,$0.00,$0.00,$0.00,$0.00,$232.50,$772.50,$763.50,99,
75,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15790.50,15740.50,3/3/2021 11:25:00 AM,3/3/2021 12:00:00 PM,FileLong,Stop loss,($300.00),$8905.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$111.00,$411.00,36,
76,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15283.25,15113.00,3/5/2021 9:53:00 AM,3/5/2021 11:15:00 AM,FileShort,Profit target,$1021.50,$9927.00,$0.00,$0.00,$0.00,$0.00,$0.00,$291.00,$1021.50,$0.00,83,
77,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15142.50,15113.00,3/5/2021 11:11:00 AM,3/5/2021 11:15:00 AM,ScaleInShort,Profit target,$177.00,$10104.00,$0.00,$0.00,$0.00,$0.00,$0.00,$148.50,$177.00,$0.00,5,
78,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15294.00,15402.25,3/5/2021 12:30:00 PM,3/5/2021 1:30:00 PM,FileLong,Stop loss,$649.50,$10753.50,$0.00,$0.00,$0.00,$0.00,$0.00,$213.00,$904.50,$255.00,61,
79,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15425.75,15402.25,3/5/2021 1:21:00 PM,3/5/2021 1:30:00 PM,ScaleInLong,Stop loss,($141.00),$10612.50,$0.00,$0.00,$0.00,$0.00,$0.00,$205.50,$114.00,$255.00,10,
80,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15351.25,15401.25,3/8/2021 12:18:00 PM,3/8/2021 12:28:00 PM,FileShort,Stop loss,($300.00),$10312.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$91.50,$391.50,11,
81,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15497.00,15577.00,3/9/2021 9:51:00 AM,3/9/2021 11:34:00 AM,FileLong,Stop loss,$480.00,$10792.50,$0.00,$0.00,$0.00,$0.00,$0.00,$96.00,$657.00,$177.00,104,
82,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15564.25,15577.00,3/9/2021 10:11:00 AM,3/9/2021 11:34:00 AM,ScaleInLong,Stop loss,$76.50,$10869.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.50,$253.50,$177.00,84,
83,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15581.25,15577.00,3/9/2021 11:31:00 AM,3/9/2021 11:34:00 AM,ScaleInLong,Stop loss,($25.50),$10843.50,$0.00,$0.00,$0.00,$0.00,$0.00,$25.50,$109.50,$135.00,4,
84,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15713.25,15779.00,3/10/2021 9:43:00 AM,3/10/2021 9:47:00 AM,FileLong,RevExitLong,$394.50,$11238.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.50,$415.50,$21.00,5,
85,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15780.25,15618.75,3/10/2021 9:48:00 AM,3/10/2021 10:40:00 AM,FileShort,Profit target,$969.00,$12207.00,$0.00,$0.00,$0.00,$0.00,$0.00,$228.00,$969.00,$0.00,53,
86,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15657.25,15618.75,3/10/2021 10:32:00 AM,3/10/2021 10:40:00 AM,FileShort,Profit target,$231.00,$12438.00,$0.00,$0.00,$0.00,$0.00,$0.00,$115.50,$231.00,$0.00,9,
87,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15677.75,15627.75,3/10/2021 2:51:00 PM,3/10/2021 3:05:00 PM,FileLong,Stop loss,($300.00),$12138.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$15.00,$315.00,15,
88,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15830.00,15780.00,3/11/2021 9:35:00 AM,3/11/2021 9:43:00 AM,FileLong,Stop loss,($300.00),$11838.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$91.50,$391.50,9,
89,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15650.50,15659.50,3/12/2021 9:40:00 AM,3/12/2021 10:21:00 AM,FileLong,Stop loss,$54.00,$11892.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76.50,$565.50,$511.50,42,
90,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15718.50,15659.50,3/12/2021 9:56:00 AM,3/12/2021 10:21:00 AM,ScaleInLong,Stop loss,($354.00),$11538.00,$0.00,$0.00,$0.00,$0.00,$0.00,$354.00,$157.50,$511.50,26,
91,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15631.50,15674.75,3/12/2021 10:30:00 AM,3/12/2021 10:42:00 AM,FileShort,RevExitShort,($259.50),$11278.50,$0.00,$0.00,$0.00,$0.00,$0.00,$285.00,$40.50,$300.00,13,
92,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15666.50,15616.50,3/12/2021 10:43:00 AM,3/12/2021 10:55:00 AM,FileLong,Stop loss,($300.00),$10978.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$105.00,$405.00,13,
93,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15627.25,15688.50,3/12/2021 10:59:00 AM,3/12/2021 11:57:00 AM,FileLong,Stop loss,$367.50,$11346.00,$0.00,$0.00,$0.00,$0.00,$0.00,$118.50,$540.00,$172.50,59,
94,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15648.00,15688.50,3/12/2021 11:21:00 AM,3/12/2021 11:57:00 AM,ScaleInLong,Stop loss,$243.00,$11589.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.00,$415.50,$172.50,37,
95,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,15703.50,15688.50,3/12/2021 11:51:00 AM,3/12/2021 11:57:00 AM,ScaleInLong,Stop loss,($90.00),$11499.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00,$82.50,$172.50,7,
96,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,15735.00,15748.00,3/15/2021 11:41:00 AM,3/15/2021 11:42:00 AM,FileShort,RevExitShort,($78.00),$11421.00,$0.00,$0.00,$0.00,$0.00,$0.00,$81.00,$4.50,$82.50,2,
